OWNER,PACKAGE_NAME,SUBPROGRAM_NAME,START_LINE,END_LINE,SOURCE_LINE_COUNT,SELECT_COUNT,JOIN_COUNT,GROUP_BY_COUNT,ORDER_BY_COUNT,DISTINCT_COUNT,UNION_COUNT,INSERT_COUNT,UPDATE_COUNT,DELETE_COUNT,MERGE_COUNT,IF_COUNT,ELSIF_COUNT,CASE_COUNT,LOOP_COUNT,WHILE_COUNT,FOR_COUNT,EXCEPTION_COUNT,CURSOR_COUNT,EXECUTE_IMMEDIATE_COUNT,DBMS_SQL_COUNT,COMMIT_COUNT,ROLLBACK_COUNT,DML_COUNT,DYNAMIC_SQL_FLAG,READ_HEAVY_FLAG
CORP,PKG_011,SP_011_110,"5,249","5,266",18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_111,"5,267","5,301",35,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_112,"5,302","5,332",31,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_113,"5,333","5,340",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_114,"5,341","5,369",29,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0
CORP,PKG_011,SP_011_115,"5,370","5,383",14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_116,"5,384","5,402",19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_117,"5,403","5,422",20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_118,"5,423","5,490",68,1,0,0,0,0,0,1,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0
CORP,PKG_011,SP_011_119,"5,491","5,516",26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_120,"5,517","5,542",26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_121,"5,543","5,555",13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_122,"5,556","5,576",21,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_123,"5,577","5,584",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_124,"5,585","5,594",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_125,"5,595","5,613",19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_126,"5,614","5,667",54,1,0,0,0,0,0,1,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0
CORP,PKG_011,SP_011_127,"5,668","5,701",34,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CORP,PKG_011,SP_011_128,"5,702","5,792",91,3,7,0,0,2,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0
CORP,PKG_011,SP_011_129,"5,793","5,816",24,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CORP,PKG_011,SP_011_130,"5,817","5,836",20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CORP,PKG_011,SP_011_131,"5,837","5,901",65,2,12,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_132,"5,902","5,915",14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_133,"5,916","5,924",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_134,"5,925","5,933",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_135,"5,934","5,954",21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_136,"5,955","6,085",131,1,3,0,0,0,0,1,3,0,0,2,3,1,2,0,1,0,0,0,0,0,0,4,0,0
CORP,PKG_011,SP_011_137,"6,086","6,125",40,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_138,"6,126","6,144",19,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_139,"6,145","6,162",18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_140,"6,163","6,181",19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CORP,PKG_011,SP_011_141,"6,182","6,215",34,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_142,"6,216","6,254",39,0,0,0,0,0,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0
CORP,PKG_011,SP_011_143,"6,255","6,375",121,5,0,0,1,0,0,1,6,1,0,6,5,0,0,0,0,0,0,0,0,0,0,8,0,0
CORP,PKG_011,SP_011_144,"6,376","6,428",53,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_145,"6,429","6,499",71,9,0,0,1,0,0,0,0,0,0,2,4,0,0,0,1,1,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_146,"6,500","6,558",59,7,2,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_147,"6,559","6,722",164,6,6,0,0,3,0,0,0,0,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_148,"6,723","6,833",111,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CORP,PKG_011,SP_011_149,"6,834","6,877",44,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_150,"6,878","6,961",84,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_151,"6,962","6,974",13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_152,"6,975","7,003",29,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0
CORP,PKG_011,SP_011_153,"7,004","7,044",41,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_154,"7,045","7,109",65,0,0,0,0,0,0,1,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0
CORP,PKG_011,SP_011_155,"7,110","7,129",20,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_156,"7,130","7,207",78,2,7,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_157,"7,208","7,226",19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_158,"7,227","7,254",28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_159,"7,255","7,275",21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_160,"7,276","7,301",26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_161,"7,302","7,317",16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_162,"7,318","7,352",35,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_011,SP_011_163,"7,353","7,453",101,2,0,0,0,0,0,1,2,0,0,6,2,0,0,0,0,0,0,0,0,0,0,3,0,0
CORP,PKG_012,SP_012_001,3,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_002,14,24,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_003,25,32,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_004,33,47,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_005,48,55,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_006,56,66,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CORP,PKG_012,SP_012_007,67,118,52,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_008,119,187,69,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_009,188,220,33,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_010,221,230,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_011,231,296,66,8,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_012,297,306,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_013,307,327,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_014,328,346,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_015,347,358,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_016,359,381,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_017,382,560,179,7,0,0,0,0,0,1,8,0,0,10,2,1,0,0,0,2,0,0,0,0,0,9,0,0
CORP,PKG_012,SP_012_018,561,585,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CORP,PKG_012,SP_012_019,586,623,38,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0
CORP,PKG_012,SP_012_020,624,662,39,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0
CORP,PKG_012,SP_012_021,663,703,41,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0
CORP,PKG_012,SP_012_022,704,744,41,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0
CORP,PKG_012,SP_012_023,745,792,48,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0
CORP,PKG_012,SP_012_024,793,855,63,0,0,0,0,0,0,1,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,5,0,0
CORP,PKG_012,SP_012_025,856,866,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CORP,PKG_012,SP_012_026,867,875,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CORP,PKG_012,SP_012_027,876,885,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_028,886,908,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_029,909,947,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
CORP,PKG_012,SP_012_030,948,988,41,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0
CORP,PKG_012,SP_012_031,989,"1,071",83,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0
CORP,PKG_012,SP_012_032,"1,072","1,094",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_033,"1,095","1,135",41,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,1,2,0,0
CORP,PKG_012,SP_012_034,"1,136","1,161",26,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CORP,PKG_012,SP_012_035,"1,162","1,176",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_036,"1,177","1,203",27,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_037,"1,204","1,214",11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_038,"1,215","1,248",34,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_039,"1,249","1,270",22,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CORP,PKG_012,SP_012_040,"1,271","1,309",39,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_041,"1,310","1,371",62,5,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_042,"1,372","1,446",75,0,0,0,0,0,0,1,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0
CORP,PKG_012,SP_012_043,"1,447","1,655",209,9,1,0,0,2,0,0,0,0,0,6,4,1,2,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_044,"1,656","1,744",89,5,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
CORP,PKG_012,SP_012_045,"1,745","1,819",75,4,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0
CORP,PKG_012,SP_012_046,"1,820","1,877",58,2,0,0,0,0,0,1,2,0,0,2,1,0,2,0,1,0,0,0,0,0,0,3,0,0
CORP,PKG_012,SP_012_047,"1,878","1,906",29,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CORP,PKG_012,SP_012_048,"1,907","1,960",54,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
CORP,PKG_012,SP_012_049,"1,961","1,997",37,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
CORP,PKG_012,SP_012_050,"1,998","2,037",40,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
CORP,PKG_012,SP_012_051,"2,038","2,089",52,1,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
CORP,PKG_012,SP_012_052,"2,090","2,115",26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_053,"2,116","2,147",32,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_054,"2,148","2,202",55,2,0,0,0,0,0,1,2,0,0,2,1,0,2,0,1,0,0,0,0,0,0,3,0,0
CORP,PKG_012,SP_012_055,"2,203","2,337",135,11,1,0,0,2,0,0,0,0,0,4,1,0,4,0,2,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_056,"2,338","2,372",35,4,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_057,"2,373","2,386",14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_058,"2,387","2,399",13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_059,"2,400","2,420",21,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_060,"2,421","2,512",92,3,3,0,0,0,0,2,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,4,0,0
CORP,PKG_012,SP_012_061,"2,513","2,556",44,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0
CORP,PKG_012,SP_012_062,"2,557","2,579",23,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_063,"2,580","2,643",64,2,5,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_064,"2,644","2,706",63,2,5,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_012,SP_012_065,"2,707","2,822",116,5,8,0,0,1,0,1,3,0,0,10,3,0,0,0,0,0,0,0,0,0,0,4,0,0
CORP,PKG_013,SP_013_001,3,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_013,SP_013_002,13,176,164,7,0,0,1,1,0,3,3,2,0,12,0,0,2,0,1,0,0,0,0,0,0,8,0,0
CORP,PKG_013,SP_013_003,177,186,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_013,SP_013_004,187,274,88,6,0,0,3,0,0,2,1,2,0,8,1,0,0,0,0,0,0,0,0,2,0,5,0,0
CORP,PKG_014,SP_014_001,3,24,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_014,SP_014_002,25,74,50,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
CORP,PKG_014,SP_014_003,75,199,125,7,0,0,2,0,0,1,0,0,0,10,0,0,2,0,2,0,0,1,0,0,0,1,1,0
CORP,PKG_014,SP_014_004,200,305,106,6,0,0,2,0,0,1,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,1,1,0
CORP,PKG_014,SP_014_005,306,374,69,2,0,0,0,1,0,2,1,0,0,4,1,0,2,0,1,0,0,0,0,1,0,3,0,0
CORP,PKG_014,SP_014_006,375,388,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_014,SP_014_007,389,454,66,3,11,0,2,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
CORP,PKG_014,SP_014_008,455,516,62,5,5,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1
CORP,PKG_014,SP_014_009,517,555,39,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_014,SP_014_010,556,585,30,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_014,SP_014_011,586,662,77,2,5,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_015,SP_015_001,3,24,22,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_015,SP_015_002,25,49,25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_015,SP_015_003,50,79,30,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_015,SP_015_004,80,91,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_015,SP_015_005,92,101,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CORP,PKG_015,SP_015_006,102,110,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORP,PKG_015,SP_015_007,111,119,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_015,SP_015_008,120,142,23,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_015,SP_015_009,143,201,59,1,0,0,0,1,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0
CORP,PKG_015,SP_015_010,202,234,33,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0
CORP,PKG_015,SP_015_011,235,267,33,2,10,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_016,SP_016_001,3,13,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_016,SP_016_002,14,27,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_016,SP_016_003,28,57,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_016,SP_016_004,58,87,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_016,SP_016_005,88,104,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_016,SP_016_006,105,194,90,0,0,0,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0
CORP,PKG_017,SP_017_001,12,45,34,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0
CORP,PKG_017,SP_017_002,46,69,24,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0
CORP,PKG_017,SP_017_003,70,121,52,3,5,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_017,SP_017_004,122,144,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CORP,PKG_017,SP_017_005,145,174,30,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_017,SP_017_006,175,203,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_017,SP_017_007,204,221,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_017,SP_017_008,222,305,84,2,0,0,0,0,0,2,1,1,0,0,0,0,2,0,1,1,0,0,0,1,1,4,0,0
CORP,PKG_017,SP_017_009,306,367,62,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
CORP,PKG_017,SP_017_010,368,380,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORP,PKG_017,SP_017_011,381,469,89,6,0,0,1,1,0,0,0,0,0,4,1,0,0,0,5,3,4,0,0,0,0,0,0,1
CORP,PKG_017,SP_017_012,470,502,33,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1
CORP,PKG_018,SP_018_001,3,176,174,7,1,0,0,0,0,2,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0
CORP,PKG_018,SP_018_002,177,202,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
