OWNER,PACKAGE_NAME,SUBPROGRAM_NAME,TABLE_NAME
CORP,PKG_011,SP_011_091,TBL_098
CORP,PKG_011,SP_011_044,TBL_001
CORP,PKG_011,SP_011_135,TBL_112
CORP,PKG_011,SP_011_134,TBL_112
CORP,PKG_011,SP_011_137,TBL_050
CORP,PKG_011,SP_011_137,TBL_007
CORP,PKG_011,SP_011_137,TBL_112
CORP,PKG_011,SP_011_137,TBL_099
CORP,PKG_011,SP_011_133,TBL_112
CORP,PKG_011,SP_011_055,TBL_027
CORP,PKG_011,SP_011_055,TBL_034
CORP,PKG_011,SP_011_055,TBL_024
CORP,PKG_011,SP_011_055,TBL_100
CORP,PKG_011,SP_011_062,TBL_027
CORP,PKG_011,SP_011_062,TBL_034
CORP,PKG_011,SP_011_062,TBL_024
CORP,PKG_011,SP_011_062,TBL_100
CORP,PKG_011,SP_011_009,TBL_101
CORP,PKG_011,SP_011_056,TBL_027
CORP,PKG_011,SP_011_056,TBL_034
CORP,PKG_011,SP_011_056,TBL_024
CORP,PKG_011,SP_011_056,TBL_082
CORP,PKG_011,SP_011_025,TBL_109
CORP,PKG_011,SP_011_155,TBL_109
CORP,PKG_011,SP_011_121,TBL_102
CORP,PKG_011,SP_011_045,TBL_027
CORP,PKG_011,SP_011_045,TBL_034
CORP,PKG_011,SP_011_045,TBL_035
CORP,PKG_011,SP_011_045,TBL_071
CORP,PKG_011,SP_011_045,TBL_024
CORP,PKG_011,SP_011_045,TBL_032
CORP,PKG_011,SP_011_116,TBL_107
CORP,PKG_011,SP_011_144,TBL_027
CORP,PKG_011,SP_011_144,TBL_074
CORP,PKG_011,SP_011_144,TBL_034
CORP,PKG_011,SP_011_144,TBL_035
CORP,PKG_011,SP_011_144,TBL_078
CORP,PKG_011,SP_011_144,TBL_079
CORP,PKG_011,SP_011_144,TBL_024
CORP,PKG_011,SP_011_144,TBL_032
CORP,PKG_011,SP_011_144,TBL_009
CORP,PKG_011,SP_011_144,TBL_059
CORP,PKG_011,SP_011_058,TBL_102
CORP,PKG_011,SP_011_119,TBL_106
CORP,PKG_011,SP_011_119,TBL_107
CORP,PKG_011,SP_011_119,TBL_103
CORP,PKG_011,SP_011_117,TBL_106
CORP,PKG_011,SP_011_117,TBL_107
CORP,PKG_011,SP_011_117,TBL_103
CORP,PKG_011,SP_011_132,TBL_075
CORP,PKG_011,SP_011_131,TBL_027
CORP,PKG_011,SP_011_131,TBL_034
CORP,PKG_011,SP_011_131,TBL_035
CORP,PKG_011,SP_011_131,TBL_075
CORP,PKG_011,SP_011_131,TBL_024
CORP,PKG_011,SP_011_131,TBL_032
CORP,PKG_011,SP_011_131,TBL_009
CORP,PKG_011,SP_011_161,TBL_053
CORP,PKG_011,SP_011_101,TBL_027
CORP,PKG_011,SP_011_101,TBL_034
CORP,PKG_011,SP_011_101,TBL_105
CORP,PKG_011,SP_011_101,TBL_024
CORP,PKG_011,SP_011_101,TBL_009
CORP,PKG_011,SP_011_102,TBL_027
CORP,PKG_011,SP_011_102,TBL_034
CORP,PKG_011,SP_011_102,TBL_105
CORP,PKG_011,SP_011_102,TBL_024
CORP,PKG_011,SP_011_102,TBL_009
CORP,PKG_011,SP_011_043,TBL_027
CORP,PKG_011,SP_011_043,TBL_034
CORP,PKG_011,SP_011_043,TBL_024
CORP,PKG_011,SP_011_043,TBL_032
CORP,PKG_011,SP_011_043,TBL_033
CORP,PKG_011,SP_011_083,TBL_024
CORP,PKG_011,SP_011_083,TBL_032
CORP,PKG_011,SP_011_083,TBL_033
CORP,PKG_011,SP_011_127,TBL_075
CORP,PKG_011,SP_011_147,TBL_027
CORP,PKG_011,SP_011_147,TBL_034
CORP,PKG_011,SP_011_147,TBL_035
CORP,PKG_011,SP_011_147,TBL_078
CORP,PKG_011,SP_011_147,TBL_024
CORP,PKG_011,SP_011_147,TBL_032
CORP,PKG_011,SP_011_147,TBL_009
CORP,PKG_011,SP_011_147,TBL_010
CORP,PKG_011,SP_011_129,TBL_075
CORP,PKG_011,SP_011_128,TBL_027
CORP,PKG_011,SP_011_128,TBL_034
CORP,PKG_011,SP_011_128,TBL_035
CORP,PKG_011,SP_011_128,TBL_024
CORP,PKG_011,SP_011_128,TBL_006
CORP,PKG_011,SP_011_128,TBL_008
CORP,PKG_011,SP_011_128,TBL_009
CORP,PKG_011,SP_011_128,TBL_010
CORP,PKG_012,SP_012_026,TBL_007
CORP,PKG_012,SP_012_056,TBL_091
CORP,PKG_012,SP_012_056,TBL_110
CORP,PKG_012,SP_012_056,TBL_006
CORP,PKG_012,SP_012_056,TBL_009
CORP,PKG_012,SP_012_033,TBL_012
CORP,PKG_012,SP_012_060,TBL_052
CORP,PKG_012,SP_012_060,TBL_053
CORP,PKG_012,SP_012_060,TBL_006
CORP,PKG_012,SP_012_060,TBL_007
CORP,PKG_012,SP_012_060,TBL_008
CORP,PKG_012,SP_012_060,TBL_009
CORP,PKG_012,SP_012_065,TBL_050
CORP,PKG_012,SP_012_065,TBL_006
CORP,PKG_012,SP_012_065,TBL_007
CORP,PKG_012,SP_012_065,TBL_008
CORP,PKG_012,SP_012_065,TBL_009
CORP,PKG_012,SP_012_022,TBL_015
CORP,PKG_012,SP_012_021,TBL_016
CORP,PKG_012,SP_012_023,TBL_017
CORP,PKG_012,SP_012_024,TBL_007
CORP,PKG_012,SP_012_017,TBL_006
CORP,PKG_012,SP_012_017,TBL_015
CORP,PKG_012,SP_012_017,TBL_007
CORP,PKG_012,SP_012_017,TBL_008
CORP,PKG_012,SP_012_017,TBL_016
CORP,PKG_012,SP_012_017,TBL_017
CORP,PKG_012,SP_012_017,TBL_020
CORP,PKG_012,SP_012_017,TBL_099
CORP,PKG_012,SP_012_047,TBL_113
CORP,PKG_012,SP_012_045,TBL_015
CORP,PKG_012,SP_012_045,TBL_008
CORP,PKG_012,SP_012_045,TBL_017
CORP,PKG_012,SP_012_050,TBL_008
CORP,PKG_012,SP_012_050,TBL_016
CORP,PKG_012,SP_012_049,TBL_008
CORP,PKG_012,SP_012_049,TBL_012
CORP,PKG_012,SP_012_044,TBL_050
CORP,PKG_012,SP_012_044,TBL_007
CORP,PKG_012,SP_012_044,TBL_008
CORP,PKG_012,SP_012_042,TBL_114
CORP,PKG_012,SP_012_046,TBL_008
CORP,PKG_012,SP_012_046,TBL_114
CORP,PKG_012,SP_012_054,TBL_008
CORP,PKG_012,SP_012_054,TBL_115
CORP,PKG_012,SP_012_051,TBL_115
CORP,PKG_012,SP_012_019,TBL_116
CORP,PKG_012,SP_012_020,TBL_037
CORP,PKG_012,SP_012_048,TBL_020
CORP,PKG_012,SP_012_018,TBL_008
CORP,PKG_012,SP_012_061,TBL_117
CORP,PKG_012,SP_012_005,TBL_015
CORP,PKG_012,SP_012_003,TBL_008
CORP,PKG_012,SP_012_036,TBL_050
CORP,PKG_012,SP_012_036,TBL_011
CORP,PKG_012,SP_012_004,TBL_006
CORP,PKG_012,SP_012_004,TBL_008
CORP,PKG_012,SP_012_009,TBL_011
CORP,PKG_012,SP_012_009,TBL_028
CORP,PKG_012,SP_012_009,TBL_025
CORP,PKG_012,SP_012_009,TBL_009
CORP,PKG_012,SP_012_011,TBL_011
CORP,PKG_012,SP_012_011,TBL_028
CORP,PKG_012,SP_012_011,TBL_025
CORP,PKG_012,SP_012_011,TBL_006
CORP,PKG_012,SP_012_011,TBL_008
CORP,PKG_012,SP_012_011,TBL_009
CORP,PKG_012,SP_012_011,TBL_012
CORP,PKG_012,SP_012_028,TBL_031
CORP,PKG_012,SP_012_028,TBL_011
CORP,PKG_012,SP_012_028,TBL_012
CORP,PKG_012,SP_012_059,TBL_053
CORP,PKG_012,SP_012_059,TBL_006
CORP,PKG_012,SP_012_059,TBL_007
CORP,PKG_012,SP_012_059,TBL_008
CORP,PKG_012,SP_012_059,TBL_009
CORP,PKG_012,SP_012_015,TBL_017
CORP,PKG_012,SP_012_014,TBL_006
CORP,PKG_012,SP_012_014,TBL_015
CORP,PKG_012,SP_012_014,TBL_008
CORP,PKG_012,SP_012_013,TBL_006
CORP,PKG_012,SP_012_013,TBL_008
CORP,PKG_012,SP_012_013,TBL_016
CORP,PKG_012,SP_012_007,TBL_011
CORP,PKG_012,SP_012_007,TBL_006
CORP,PKG_012,SP_012_007,TBL_007
CORP,PKG_012,SP_012_007,TBL_008
CORP,PKG_012,SP_012_007,TBL_012
CORP,PKG_012,SP_012_007,TBL_037
CORP,PKG_012,SP_012_016,TBL_006
CORP,PKG_012,SP_012_016,TBL_008
CORP,PKG_012,SP_012_016,TBL_017
CORP,PKG_012,SP_012_027,TBL_007
CORP,PKG_012,SP_012_053,TBL_105
CORP,PKG_012,SP_012_053,TBL_008
CORP,PKG_012,SP_012_053,TBL_115
CORP,PKG_012,SP_012_002,TBL_008
CORP,PKG_012,SP_012_040,TBL_008
CORP,PKG_012,SP_012_040,TBL_114
CORP,PKG_012,SP_012_010,TBL_116
CORP,PKG_012,SP_012_038,TBL_011
CORP,PKG_012,SP_012_038,TBL_006
CORP,PKG_012,SP_012_038,TBL_008
CORP,PKG_012,SP_012_038,TBL_009
CORP,PKG_012,SP_012_038,TBL_012
CORP,PKG_012,SP_012_032,TBL_118
CORP,PKG_012,SP_012_012,TBL_037
CORP,PKG_012,SP_012_001,TBL_006
CORP,PKG_012,SP_012_001,TBL_008
CORP,PKG_012,SP_012_035,TBL_016
CORP,PKG_012,SP_012_008,TBL_050
CORP,PKG_012,SP_012_008,TBL_011
CORP,PKG_012,SP_012_008,TBL_052
CORP,PKG_012,SP_012_008,TBL_053
CORP,PKG_012,SP_012_008,TBL_007
CORP,PKG_012,SP_012_008,TBL_008
CORP,PKG_012,SP_012_008,TBL_117
CORP,PKG_012,SP_012_008,TBL_037
CORP,PKG_012,SP_012_062,TBL_006
CORP,PKG_012,SP_012_062,TBL_007
CORP,PKG_012,SP_012_062,TBL_008
CORP,PKG_012,SP_012_062,TBL_117
CORP,PKG_012,SP_012_062,TBL_009
CORP,PKG_012,SP_012_037,TBL_031
CORP,PKG_012,SP_012_052,TBL_105
CORP,PKG_012,SP_012_052,TBL_006
CORP,PKG_012,SP_012_052,TBL_009
CORP,PKG_012,SP_012_029,TBL_012
CORP,PKG_012,SP_012_041,TBL_105
CORP,PKG_012,SP_012_057,TBL_065
CORP,PKG_012,SP_012_058,TBL_065
CORP,PKG_012,SP_012_063,TBL_027
CORP,PKG_012,SP_012_063,TBL_034
CORP,PKG_012,SP_012_063,TBL_035
CORP,PKG_012,SP_012_063,TBL_024
CORP,PKG_012,SP_012_063,TBL_009
CORP,PKG_012,SP_012_063,TBL_119
CORP,PKG_012,SP_012_063,TBL_120
CORP,PKG_012,SP_012_064,TBL_027
CORP,PKG_012,SP_012_064,TBL_034
CORP,PKG_012,SP_012_064,TBL_035
CORP,PKG_012,SP_012_064,TBL_024
CORP,PKG_012,SP_012_064,TBL_009
CORP,PKG_012,SP_012_064,TBL_119
CORP,PKG_012,SP_012_064,TBL_120
CORP,PKG_012,SP_012_034,TBL_016
CORP,PKG_012,SP_012_031,TBL_118
CORP,PKG_012,SP_012_039,TBL_011
CORP,PKG_012,SP_012_039,TBL_006
CORP,PKG_012,SP_012_039,TBL_008
CORP,PKG_012,SP_012_039,TBL_009
CORP,PKG_012,SP_012_039,TBL_012
CORP,PKG_012,SP_012_030,TBL_012
CORP,PKG_012,SP_012_006,TBL_008
CORP,PKG_012,SP_012_043,TBL_005
CORP,PKG_012,SP_012_043,TBL_024
CORP,PKG_012,SP_012_043,TBL_006
CORP,PKG_012,SP_012_043,TBL_114
CORP,PKG_012,SP_012_043,TBL_009
CORP,PKG_012,SP_012_043,TBL_010
CORP,PKG_012,SP_012_055,TBL_005
CORP,PKG_012,SP_012_055,TBL_105
CORP,PKG_012,SP_012_055,TBL_024
CORP,PKG_012,SP_012_055,TBL_006
CORP,PKG_012,SP_012_055,TBL_115
CORP,PKG_012,SP_012_055,TBL_009
CORP,PKG_012,SP_012_055,TBL_010
CORP,PKG_012,SP_012_025,TBL_007
CORP,PKG_013,SP_013_002,TBL_006
CORP,PKG_013,SP_013_002,TBL_008
CORP,PKG_013,SP_013_002,TBL_009
CORP,PKG_013,SP_013_002,TBL_121
CORP,PKG_013,SP_013_004,TBL_019
CORP,PKG_013,SP_013_001,TBL_121
CORP,PKG_013,SP_013_003,TBL_019
CORP,PKG_014,SP_014_005,TBL_024
CORP,PKG_014,SP_014_005,TBL_054
CORP,PKG_014,SP_014_005,TBL_010
CORP,PKG_014,SP_014_002,TBL_054
CORP,PKG_014,SP_014_002,TBL_122
CORP,PKG_014,SP_014_002,TBL_123
CORP,PKG_014,SP_014_004,TBL_005
CORP,PKG_014,SP_014_004,TBL_009
CORP,PKG_014,SP_014_004,TBL_054
CORP,PKG_014,SP_014_004,TBL_122
CORP,PKG_014,SP_014_004,TBL_123
CORP,PKG_014,SP_014_004,TBL_010
CORP,PKG_014,SP_014_004,TBL_124
CORP,PKG_014,SP_014_001,TBL_054
CORP,PKG_014,SP_014_001,TBL_122
CORP,PKG_014,SP_014_001,TBL_123
CORP,PKG_014,SP_014_008,TBL_009
CORP,PKG_014,SP_014_008,TBL_054
CORP,PKG_014,SP_014_008,TBL_122
CORP,PKG_014,SP_014_008,TBL_123
CORP,PKG_014,SP_014_010,TBL_009
CORP,PKG_014,SP_014_010,TBL_054
CORP,PKG_014,SP_014_010,TBL_122
CORP,PKG_014,SP_014_010,TBL_123
CORP,PKG_014,SP_014_009,TBL_009
CORP,PKG_014,SP_014_009,TBL_054
CORP,PKG_014,SP_014_009,TBL_122
CORP,PKG_014,SP_014_009,TBL_123
CORP,PKG_014,SP_014_006,TBL_010
CORP,PKG_014,SP_014_011,TBL_005
CORP,PKG_014,SP_014_011,TBL_009
CORP,PKG_014,SP_014_011,TBL_054
CORP,PKG_014,SP_014_011,TBL_122
CORP,PKG_014,SP_014_011,TBL_123
CORP,PKG_014,SP_014_011,TBL_010
CORP,PKG_014,SP_014_003,TBL_005
CORP,PKG_014,SP_014_003,TBL_009
CORP,PKG_014,SP_014_003,TBL_054
CORP,PKG_014,SP_014_003,TBL_122
CORP,PKG_014,SP_014_003,TBL_123
CORP,PKG_014,SP_014_003,TBL_010
CORP,PKG_014,SP_014_003,TBL_124
CORP,PKG_014,SP_014_007,TBL_011
CORP,PKG_014,SP_014_007,TBL_024
CORP,PKG_014,SP_014_007,TBL_025
CORP,PKG_014,SP_014_007,TBL_054
CORP,PKG_014,SP_014_007,TBL_122
CORP,PKG_014,SP_014_007,TBL_123
CORP,PKG_014,SP_014_007,TBL_010
CORP,PKG_015,SP_015_010,TBL_125
CORP,PKG_015,SP_015_009,TBL_041
CORP,PKG_015,SP_015_009,TBL_125
CORP,PKG_015,SP_015_007,TBL_009
CORP,PKG_015,SP_015_003,TBL_011
CORP,PKG_015,SP_015_003,TBL_009
CORP,PKG_015,SP_015_003,TBL_041
CORP,PKG_015,SP_015_003,TBL_125
CORP,PKG_015,SP_015_008,TBL_011
CORP,PKG_015,SP_015_008,TBL_006
CORP,PKG_015,SP_015_008,TBL_008
CORP,PKG_015,SP_015_008,TBL_009
CORP,PKG_015,SP_015_008,TBL_012
CORP,PKG_015,SP_015_002,TBL_126
CORP,PKG_016,SP_016_006,TBL_020
CORP,PKG_016,SP_016_001,TBL_008
CORP,PKG_016,SP_016_001,TBL_020
CORP,PKG_016,SP_016_002,TBL_008
CORP,PKG_016,SP_016_002,TBL_020
CORP,PKG_016,SP_016_004,TBL_008
CORP,PKG_016,SP_016_004,TBL_020
CORP,PKG_016,SP_016_005,TBL_006
CORP,PKG_016,SP_016_005,TBL_008
CORP,PKG_016,SP_016_005,TBL_020
CORP,PKG_016,SP_016_003,TBL_008
CORP,PKG_016,SP_016_003,TBL_020
CORP,PKG_017,SP_017_008,TBL_127
CORP,PKG_017,SP_017_008,TBL_128
CORP,PKG_017,SP_017_002,TBL_127
CORP,PKG_017,SP_017_001,TBL_127
CORP,PKG_017,SP_017_001,TBL_128
CORP,PKG_017,SP_017_003,TBL_086
CORP,PKG_017,SP_017_003,TBL_006
CORP,PKG_017,SP_017_003,TBL_007
CORP,PKG_017,SP_017_003,TBL_008
CORP,PKG_017,SP_017_003,TBL_009
CORP,PKG_017,SP_017_003,TBL_037
CORP,PKG_017,SP_017_003,TBL_066
CORP,PKG_017,SP_017_006,TBL_129
CORP,PKG_017,SP_017_005,TBL_127
CORP,PKG_017,SP_017_005,TBL_128
CORP,PKG_017,SP_017_009,TBL_127
CORP,PKG_017,SP_017_009,TBL_128
CORP,PKG_018,SP_018_002,TBL_130
CORP,PKG_018,SP_018_001,TBL_002
CORP,PKG_018,SP_018_001,TBL_131
CORP,PKG_018,SP_018_001,TBL_031
CORP,PKG_018,SP_018_001,TBL_003
CORP,PKG_018,SP_018_001,TBL_035
CORP,PKG_018,SP_018_001,TBL_024
CORP,PKG_018,SP_018_001,TBL_009
CORP,PKG_018,SP_018_001,TBL_001
CORP,PKG_019,SP_019_014,TBL_006
CORP,PKG_019,SP_019_014,TBL_009
CORP,PKG_019,SP_019_010,TBL_008
CORP,PKG_019,SP_019_010,TBL_009
CORP,PKG_019,SP_019_009,TBL_008
CORP,PKG_019,SP_019_009,TBL_016
CORP,PKG_019,SP_019_012,TBL_008
CORP,PKG_019,SP_019_012,TBL_012
CORP,PKG_019,SP_019_021,TBL_002
CORP,PKG_019,SP_019_021,TBL_009
CORP,PKG_019,SP_019_007,TBL_050
CORP,PKG_019,SP_019_007,TBL_052
CORP,PKG_019,SP_019_005,TBL_015
CORP,PKG_019,SP_019_005,TBL_008
CORP,PKG_019,SP_019_006,TBL_007
CORP,PKG_019,SP_019_006,TBL_008
CORP,PKG_019,SP_019_008,TBL_050
CORP,PKG_019,SP_019_002,TBL_008
CORP,PKG_019,SP_019_002,TBL_017
CORP,PKG_019,SP_019_013,TBL_006
CORP,PKG_019,SP_019_013,TBL_014
CORP,PKG_019,SP_019_004,TBL_008
CORP,PKG_019,SP_019_004,TBL_009
CORP,PKG_019,SP_019_004,TBL_065
CORP,PKG_019,SP_019_003,TBL_008
CORP,PKG_019,SP_019_003,TBL_115
CORP,PKG_019,SP_019_020,TBL_008
CORP,PKG_019,SP_019_020,TBL_099
CORP,PKG_019,SP_019_015,TBL_009
CORP,PKG_019,SP_019_015,TBL_019
CORP,PKG_019,SP_019_016,TBL_009
CORP,PKG_019,SP_019_016,TBL_063
CORP,PKG_019,SP_019_011,TBL_008
CORP,PKG_019,SP_019_011,TBL_020
CORP,PKG_019,SP_019_017,TBL_009
CORP,PKG_019,SP_019_017,TBL_065
CORP,PKG_019,SP_019_019,TBL_009
CORP,PKG_019,SP_019_019,TBL_066
CORP,PKG_019,SP_019_018,TBL_070
CORP,PKG_019,SP_019_001,TBL_013
CORP,PKG_019,SP_019_001,TBL_027
CORP,PKG_019,SP_019_001,TBL_034
CORP,PKG_019,SP_019_001,TBL_005
CORP,PKG_019,SP_019_001,TBL_035
CORP,PKG_019,SP_019_001,TBL_024
CORP,PKG_019,SP_019_001,TBL_032
CORP,PKG_019,SP_019_001,TBL_006
CORP,PKG_019,SP_019_001,TBL_008
CORP,PKG_019,SP_019_001,TBL_009
CORP,PKG_020,SP_020_007,TBL_011
CORP,PKG_020,SP_020_007,TBL_024
CORP,PKG_020,SP_020_007,TBL_025
CORP,PKG_020,SP_020_005,TBL_009
CORP,PKG_020,SP_020_003,TBL_050
CORP,PKG_020,SP_020_003,TBL_006
CORP,PKG_020,SP_020_003,TBL_007
CORP,PKG_020,SP_020_003,TBL_008
CORP,PKG_020,SP_020_003,TBL_009
CORP,PKG_020,SP_020_003,TBL_132
CORP,PKG_020,SP_020_012,TBL_050
CORP,PKG_020,SP_020_012,TBL_006
CORP,PKG_020,SP_020_012,TBL_007
CORP,PKG_020,SP_020_012,TBL_008
CORP,PKG_020,SP_020_012,TBL_009
CORP,PKG_020,SP_020_001,TBL_035
CORP,PKG_020,SP_020_001,TBL_009
CORP,PKG_020,SP_020_004,TBL_029
CORP,PKG_020,SP_020_004,TBL_011
CORP,PKG_020,SP_020_004,TBL_006
CORP,PKG_020,SP_020_004,TBL_008
CORP,PKG_020,SP_020_004,TBL_009
CORP,PKG_020,SP_020_004,TBL_012
CORP,PKG_020,SP_020_002,TBL_011
CORP,PKG_020,SP_020_002,TBL_006
CORP,PKG_020,SP_020_002,TBL_008
CORP,PKG_020,SP_020_002,TBL_009
CORP,PKG_020,SP_020_002,TBL_012
CORP,PKG_020,SP_020_014,TBL_011
CORP,PKG_020,SP_020_014,TBL_030
CORP,PKG_020,SP_020_014,TBL_028
CORP,PKG_020,SP_020_014,TBL_025
CORP,PKG_020,SP_020_014,TBL_006
CORP,PKG_020,SP_020_014,TBL_008
CORP,PKG_020,SP_020_014,TBL_009
CORP,PKG_020,SP_020_014,TBL_012
CORP,PKG_020,SP_020_006,TBL_011
CORP,PKG_020,SP_020_006,TBL_024
CORP,PKG_020,SP_020_006,TBL_025
CORP,PKG_020,SP_020_015,TBL_093
CORP,PKG_020,SP_020_013,TBL_029
CORP,PKG_020,SP_020_009,TBL_133
CORP,PKG_020,SP_020_010,TBL_031
CORP,PKG_020,SP_020_010,TBL_029
CORP,PKG_020,SP_020_010,TBL_011
CORP,PKG_020,SP_020_010,TBL_003
CORP,PKG_020,SP_020_010,TBL_024
CORP,PKG_020,SP_020_010,TBL_006
CORP,PKG_020,SP_020_010,TBL_008
CORP,PKG_020,SP_020_010,TBL_009
CORP,PKG_020,SP_020_010,TBL_012
CORP,PKG_020,SP_020_010,TBL_001
CORP,PKG_020,SP_020_011,TBL_031
CORP,PKG_020,SP_020_011,TBL_029
CORP,PKG_020,SP_020_011,TBL_011
CORP,PKG_020,SP_020_011,TBL_024
CORP,PKG_020,SP_020_011,TBL_033
CORP,PKG_020,SP_020_011,TBL_006
CORP,PKG_020,SP_020_011,TBL_008
CORP,PKG_020,SP_020_011,TBL_009
CORP,PKG_020,SP_020_011,TBL_012
CORP,PKG_020,SP_020_011,TBL_066
CORP,PKG_020,SP_020_011,TBL_001
CORP,PKG_020,SP_020_008,TBL_031
CORP,PKG_020,SP_020_008,TBL_024
CORP,PKG_020,SP_020_008,TBL_006
CORP,PKG_020,SP_020_008,TBL_008
CORP,PKG_020,SP_020_008,TBL_009
CORP,PKG_020,SP_020_008,TBL_012
CORP,PKG_020,SP_020_008,TBL_001
CORP,PKG_021,SP_021_003,TBL_132
CORP,PKG_021,SP_021_005,TBL_110
CORP,PKG_021,SP_021_008,TBL_119
